"","CDR3","PAR_ED_PCT_1STGEN","MN_EARN_WNE_P6","PCT75_EARN_WNE_P6","INC_PCT_M2","NPT4_PUB","GT_25K_P6","C100_4","MN_EARN_WNE_INC1_P6","C150_4_WHITE","PCT25_EARN_WNE_P6","NPT4_75UP_PUB","C150_4_POOLED_SUPP","C200_4_POOLED_SUPP"
"1244",0.036,NA,31600,40400,0.20657277,NA,0.615,0.671,24300,0.7463,18100,NA,0.74169850586979,0.78967287066246
"3809",0.09,0.3715277778,36500,45600,0.1797752809,NA,0.661,0.3106,29500,0.5021,20800,NA,0.47570814717477,0.48301579634464
"917",0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7007",NA,NA,NA,NA,NA,12876,NA,NA,NA,NA,NA,14631,NA,NA
"141",0.102,0.4100919393,30400,38200,0.1490610329,11752,0.519,0.202,27000,0.4754,15300,13691,0.38170041200706,0.40070330999363
"3273",0.174,0.5448028674,27800,37000,0.0960960961,NA,0.548,NA,23600,NA,15300,NA,NA,NA
"5",0.156,0.3805576488,22200,30900,0.0838948787,11110,0.36,0.0752,20700,0.4444,11200,9757,0.2574049608355,0.29563165064102
"7418",0.225,0.5088692224,27500,37600,0.1009533566,NA,0.512,NA,24000,NA,14000,NA,NA,NA
"3869",0.204,0.5406749556,25800,34900,0.1168353266,10856,0.468,NA,22100,NA,12500,14854,NA,NA
"6893",NA,0.4508393285,NA,NA,0.1257995736,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6803",0.045,0.3937007874,32700,46900,0.1291759465,NA,0.573,NA,31100,NA,16800,NA,NA,NA
"5066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4525",NA,0.6268656716,19500,28000,NA,NA,0.324,NA,NA,NA,11000,NA,NA,NA
"4519",0.242,0.5202020202,27200,37200,NA,14211,0.509,NA,25700,NA,13700,15161,NA,NA
"6097",0.19,0.6996366572,21000,29700,0.0337896883,NA,0.362,NA,18100,NA,9700,NA,NA,NA
"452",0.077,0.536977492,32700,41100,0.0972222222,NA,0.733,NA,NA,NA,23000,NA,NA,NA
"5710",0.094,0.5833333333,19900,28100,NA,NA,0.303,NA,NA,NA,9900,NA,NA,NA
"6948",0.057,0.3053052326,40900,54600,0.1578042283,22264,0.718,0.1,36000,0.2667,23100,26905,0.25,NA
"6326",NA,0.5151515152,NA,NA,NA,5976,NA,NA,NA,NA,NA,NA,NA,NA
"276",0.022,0.425,67300,99800,NA,NA,0.791,NA,62900,NA,30900,NA,NA,0.84316078431372
"6113",0.141,0.5118692592,20300,27900,0.0624194987,NA,0.322,NA,17300,NA,10400,NA,NA,NA
"6967",0.098,0.3457127253,33400,43600,0.1587462083,NA,0.627,NA,28300,NA,19700,NA,NA,NA
"6673",NA,0.6615384615,NA,NA,0.1428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2568",0.098,0.4900793651,19700,27800,0.0593824228,NA,0.283,NA,17800,NA,8900,NA,NA,NA
"760",NA,0.6279863481,16500,21900,NA,NA,0.18,NA,NA,NA,7900,NA,NA,NA
"1990",0.08,0.2536168729,41500,49500,0.1252896392,14358,0.695,0.37,40000,0.6414,21800,19336,0.59622892631578,0.6228292688172
"4782",0.236,0.5351201479,25900,34500,0.081525804,NA,0.47,NA,23400,NA,12900,NA,NA,NA
"5617",0.191,0.7256809339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4340",0.129,0.4785714286,19000,NA,0.0980392157,NA,0.22,NA,NA,NA,NA,NA,NA,NA
"1542",0.082,0.3446132597,31500,42300,0.1803278689,NA,0.626,0.2103,28700,0.4523,18900,NA,0.44249359104781,0.40357314049586
"6127",0.218,0.5827374872,16600,22400,0.0554542138,NA,0.198,NA,15900,NA,7900,NA,NA,NA
"191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4416",0.12,0.4845212383,24900,34300,0.0738295318,NA,0.437,NA,23000,NA,15100,NA,0.61564375,NA
"1565",0.181,0.524852071,27100,37000,0.1525065963,9211,0.479,NA,24700,NA,13700,13090,NA,NA
"6623",0.066,0.431372549,NA,NA,0.1339285714,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4783",0.222,0.5518518519,28900,38100,0.0617352614,NA,0.554,NA,24600,NA,14000,NA,NA,NA
"1107",0.029,0.6756756757,17300,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"3640",NA,0.4342105263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5406",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6621",0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3982",0.237,0.375,15700,NA,NA,NA,0.189,NA,NA,NA,NA,NA,NA,NA
"3325",0.057,0.3053052326,40900,54600,0.1578042283,13608,0.718,0.1985,36000,0.4286,23100,16968,0.43588766788766,0.39186216216216
"3452",0.141,0.5739130435,19400,27600,NA,NA,0.302,NA,15400,NA,7500,NA,NA,NA
"6768",0.067,0.5239875389,19500,27600,0.0633437175,NA,0.323,NA,17900,NA,9400,NA,NA,NA
"4847",0.097,0.5835777126,NA,NA,0.1051282051,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106",0.036,NA,36800,51800,0.1090909091,NA,0.584,NA,34000,NA,12700,NA,NA,NA
"2427",0.057,0.4494076999,34500,46100,0.0855736463,5917,0.582,0.1044,32900,0.4465,15900,14009,0.43071780938833,0.46813398646241
"1475",0.209,0.5818181818,23100,NA,NA,NA,0.388,NA,NA,NA,NA,NA,NA,NA
"6464",0.121,0.5263157895,NA,NA,0.0709219858,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5260",0.231,0.5209876543,21300,28200,0.0652631579,NA,0.373,NA,19400,NA,10200,NA,NA,NA
"3076",0.102,0.4395280236,34600,46600,0.2064343164,NA,0.648,0.038,29200,0.2241,16800,NA,0.23783902439024,0.28310180722891
"2161",0.142,0.5072463768,15400,21600,0.1303030303,NA,0.169,NA,15000,NA,6800,NA,NA,NA
"892",0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5394",0.19,0.5620485883,24600,34200,0.032345345,NA,0.416,NA,21500,NA,10700,NA,NA,NA
"3119",0.062,0.5277777778,16700,NA,NA,NA,0.129,NA,NA,NA,NA,NA,NA,NA
"3546",0.07,0.3407155026,34900,47800,0.1750380518,NA,0.651,0.3278,32600,0.592,18800,NA,0.5599566502463,0.58645676691729
"5806",0.027,NA,21000,NA,0.1732283465,NA,0.368,NA,NA,NA,NA,NA,NA,NA
"4038",0.135,0.3960024984,34600,46300,0.0955414013,6679,0.598,NA,33300,NA,16300,10548,NA,NA
"5601",NA,0.75,18300,NA,NA,NA,0.219,NA,NA,NA,NA,NA,NA,NA
"1328",0.158,0.4374319913,35900,45800,0.1887351779,NA,0.674,0.203,27700,0.4336,20300,NA,0.37794309978768,0.30952023809523
"1159",0.054,0.4615384615,19900,26500,0.1020408163,NA,0.292,NA,19200,NA,9600,NA,NA,NA
"6408",0.141,0.5118692592,20300,27900,0.0624194987,NA,0.322,NA,17300,NA,10400,NA,NA,NA
"3476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1846",0.049,0.3490323686,37300,50700,0.1528489117,11631,0.669,0.1597,35100,0.4957,20600,15463,0.44283601970002,0.4902063197026
"3950",0.037,0.3552631579,42800,56800,0.1185770751,NA,0.843,NA,NA,NA,31300,NA,NA,NA
"697",0.077,0.4867924528,38500,47700,0.1450507914,NA,0.694,0.125,31300,0.4227,21000,NA,0.36894789644012,0.39730406320541
"985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1310",0.021,NA,44200,60200,NA,NA,0.627,NA,44400,NA,18200,NA,0.6667,0.51612419354838
"7014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5555",NA,0.701754386,13100,17700,NA,NA,0.074,NA,NA,NA,5900,NA,NA,NA
"7390",0.132,0.4770592608,30500,41000,0.0880148758,NA,0.549,NA,26300,NA,15200,NA,NA,NA
"3128",0.03,0.3971530249,48900,67500,0.1624099542,15339,0.788,0.1628,46400,0.4449,27800,19037,0.4591202614379,0.47697816091954
"998",0.096,0.4637681159,19000,27300,0.07960199,NA,0.315,NA,17500,NA,8800,NA,NA,NA
"6521",NA,0.4285714286,NA,NA,0.1144278607,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3762",0.277,0.5,NA,NA,0.0833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5818",0,NA,34100,NA,0.1428571429,NA,0.582,NA,NA,1,NA,NA,1,NA
"6128",0.218,0.5827374872,16600,22400,0.0554542138,NA,0.198,NA,15900,NA,7900,NA,NA,NA
"551",0.112,0.460203471,25700,35500,0.0522069293,8422,0.408,NA,24200,NA,9100,10547,NA,NA
"642",0.216,0.5142857143,33800,47200,0.0787671233,NA,0.656,NA,28300,NA,18000,NA,NA,NA
"498",0.18,0.5826513912,28300,37100,0.0746511313,NA,0.467,NA,24600,NA,12200,NA,NA,NA
"6570",0.216,0.5452436195,NA,NA,0.0249376559,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5953",0.116,0.5214854804,41600,54700,0.0731064995,NA,0.697,0.5,28600,0.5,21400,NA,NA,NA
"4124",0.032,0.187628866,30500,39900,0.1712598425,NA,0.551,0.6622,NA,0.8333,14600,NA,0.80638662952646,0.75902676431424
"6211",0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7646",0.116,0.5214854804,41600,54700,0.0731064995,NA,0.697,NA,28600,NA,21400,NA,NA,NA
"46",NA,0.476635514,22300,29300,NA,4805,0.33,NA,21300,NA,10600,6715,NA,NA
"4373",NA,0.4574132492,30700,41200,NA,6688,0.571,NA,NA,NA,15100,7043,NA,NA
"7462",0.109,0.4429472477,29200,40300,0.138946281,NA,0.515,NA,23200,NA,13800,NA,NA,NA
"256",0.259,0.4093567251,31000,40800,0.0847880299,NA,0.577,NA,28700,NA,16200,NA,NA,NA
"3030",0.188,0.4972857507,33100,44700,0.0815370778,NA,0.578,NA,27500,0.4536,15200,NA,0.46944847328244,NA
"4111",0.055,0.4914054601,47000,61300,0.1446317657,NA,0.784,0.2097,34200,0.5617,28500,NA,0.44547192575406,0.50864137931034
"579",0.136,0.5047904192,29500,39700,0.0944309927,NA,0.557,NA,25700,NA,13600,NA,NA,NA
"4064",0.155,0.5660377358,12900,NA,NA,NA,0.171,NA,NA,NA,NA,NA,NA,NA
"6548",0.145,0.4984051037,19600,27100,0.0688073394,NA,0.302,NA,17800,NA,10300,NA,NA,NA
"2814",0.1,NA,27500,34500,0.2204724409,NA,0.485,0.1915,25900,0.8519,13200,NA,0.37706721311475,0.290012
"3742",0.242,0.5192541548,27600,37300,0.0919906166,9335,0.498,NA,25300,NA,13000,14057,NA,NA
"1517",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,0.8611,0.72972702702702
"7178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3644",NA,0.5619711299,27000,35600,0.0728370221,7072,0.449,NA,26000,NA,13200,7613,NA,NA
"7385",0.132,0.4770592608,30500,41000,0.0880148758,NA,0.549,NA,26300,NA,15200,NA,NA,NA
"2746",0.144,0.4696734059,32300,42200,0.1146540027,NA,0.579,0.206,26200,0.4909,16400,NA,0.34172054507337,0.23625062166962
"3070",0.244,0.4654654655,35700,50400,0.1504,8597,0.601,0,30600,0.3846,16800,11578,0.28664015493867,0.00579709302325
"3541",0.02,0.1706503613,36200,45800,0.1449120938,NA,0.642,0.5603,35400,0.705,19100,NA,0.68905732484076,0.68019189189189
"367",0.08,0.385665529,26700,36200,0.1735015773,NA,0.485,0.1522,26500,0.4857,13900,NA,0.489584375,0.32848102189781
"4871",0.061,0.3185185185,44700,57800,0.1352941176,NA,0.771,NA,43400,NA,26600,NA,NA,NA
"6377",0.153,0.5,NA,NA,0.1143911439,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4339",0.164,0.5967365967,29000,40000,0.0549273021,NA,0.522,NA,24300,NA,13800,NA,NA,NA
"3095",0.097,0.3876765083,28900,38300,0.1306256861,NA,0.512,0.1471,26500,0.2748,14500,NA,0.30264105263157,0.34248657534246
"7536",0.116,0.5214854804,41600,54700,0.0731064995,NA,0.697,NA,28600,NA,21400,NA,NA,NA
"6034",0.176,0.5211640212,NA,NA,0.1297169811,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278",0.18,0.3908759124,30500,40700,0.1797158903,11222,0.6,NA,25300,NA,18200,13804,NA,NA
"1104",0.057,0.564516129,17400,NA,NA,NA,0.162,NA,NA,NA,NA,NA,NA,NA
"5716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1861",NA,0.4429223744,15400,22500,0.1712062257,15462,0.169,NA,NA,NA,5300,NA,NA,NA
"7447",0.126,0.5513491744,17600,23800,0.0613842781,NA,0.211,NA,16000,NA,8600,NA,NA,NA
"1353",0.147,0.445663011,27400,35900,0.1422338569,5966,0.468,NA,25500,NA,13100,9429,NA,NA
"7664",0.116,0.5214854804,41600,54700,0.0731064995,NA,0.697,NA,28600,NA,21400,NA,NA,NA
"1164",0.011,NA,35700,46600,0.1693766938,NA,0.639,0.7966,28900,0.8968,19400,NA,0.88015,0.89126678260869
"787",0.03,0.58,37000,NA,0.156,NA,0.663,0,NA,NA,NA,NA,NA,0.10527368421052
"2173",0.016,0.2839506173,38500,46900,0.1895074946,NA,0.696,0.5509,33000,0.6989,22200,NA,0.6893784409257,0.65442735042735
"3123",0.017,0.308056872,26600,34300,0.1902654867,NA,0.451,0.3662,26000,0.5313,13100,NA,0.50352624113475,0.46104730538922
"465",0,0.256097561,40000,49100,0.1567164179,NA,0.593,0.9005,NA,0.9368,17100,NA,0.94185852047556,0.96053710526315
"1399",0.06,0.5733333333,14300,NA,NA,NA,0.123,NA,NA,NA,NA,NA,NA,NA
"2488",0.059,0.3809128631,43700,57600,0.112649063,NA,0.674,0.0979,42800,0.4866,20000,NA,0.30899339294585,0.24982671552298
"696",0.148,0.4272634791,34500,45000,0.1663585952,NA,0.643,0.1393,29200,0.2641,19800,NA,0.21737152173913,0.32491639839034
"7695",NA,0.4957983193,NA,NA,0.1048951049,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4126",0.049,0.4352256186,38400,50900,0.187250996,NA,0.738,0.3627,32100,0.5948,23900,NA,0.52546509090909,0.53650867850098
"6026",0.105,0.5044247788,NA,NA,0.0437956204,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3505",0.023,NA,40900,52400,0.1588235294,NA,0.711,0.7133,NA,0.7775,22600,NA,0.797495625,0.81895
"4843",0.096,0.5,16200,NA,0.1162790698,NA,0.212,NA,NA,NA,NA,NA,NA,NA
"6856",0.141,0.5118692592,20300,27900,0.0624194987,NA,0.322,NA,17300,NA,10400,NA,NA,NA
"7027",NA,0.4534883721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6827",NA,0.6847826087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4355",0.212,0.6014551334,22700,31800,0.0225251926,NA,0.37,0.2468,18700,0.3159,9600,NA,0.26815292652552,0.33334166666666
"4611",0.177,0.6576576577,16300,NA,NA,NA,0.175,NA,NA,NA,NA,NA,NA,NA
"7040",NA,NA,NA,NA,NA,NA,NA,0.6667,NA,0.6667,NA,NA,NA,NA
"6635",0.127,0.3045454545,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4829",0.294,0.5974025974,NA,NA,NA,14578,NA,NA,NA,NA,NA,NA,NA,NA
"5972",0.085,0.432,NA,NA,0.1103448276,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2087",NA,0.3406998158,26800,34600,0.2874779541,NA,0.506,0.619,NA,0.6423,17600,NA,0.63964486486486,0.58834776699029
"63",0.125,0.4173913043,35700,47000,0.1360381862,9188,0.604,0.1494,31300,0.3914,15400,12097,0.3155708226221,0.38113064833005
"737",0.034,0.3637071651,49700,66200,0.1538461538,NA,0.789,0.3072,48400,0.5517,27900,NA,0.54581795366795,0.5871813583815
"1539",0.189,0.5112826603,27600,36700,0.1287332647,8966,0.528,NA,25000,NA,16300,12509,NA,NA
"5154",0.3,0.5640194489,23200,33200,0.0734014378,NA,0.399,NA,20400,NA,9200,NA,NA,NA
"4182",NA,0.5880574452,18700,24800,NA,6646,0.245,NA,17700,NA,9900,9049,NA,NA
"282",0.166,0.5878166213,29000,39000,0.0432159165,3731,0.474,NA,27800,NA,11400,8036,NA,NA
"534",0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7108",0.126,0.4997422915,NA,NA,0.1032971929,NA,NA,0.3452,NA,0.4127,NA,NA,0.39696030368763,0.38799274447949
"2435",0.101,0.4790369448,28700,39200,0.0782956059,8590,0.489,0.0407,26500,0,12800,15823,0.11198382352941,0.22683711340206
"2706",0.251,0.4557302734,23700,32500,0.070521192,11802,0.409,NA,21500,NA,12100,15768,NA,NA
"6138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6406",0.177,0.6014388489,20800,28500,0.0696459663,NA,0.381,NA,19500,NA,11800,NA,NA,NA
"6155",0.138,0.6764705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7480",0.136,0.3642201835,31000,40200,0.1533388293,NA,0.611,NA,26200,NA,17500,NA,NA,NA
"3312",0.091,0.6075334143,25000,33800,0.0544280443,NA,0.449,NA,22200,NA,11500,NA,NA,NA
"3608",NA,0.6826086957,22100,31000,NA,4533,0.362,NA,NA,NA,8300,NA,NA,NA
"6517",0.188,0.4972857507,33100,44700,0.0815370778,NA,0.578,NA,27500,NA,15200,NA,NA,NA
"5048",NA,0.5597235933,19500,24900,0.0572065379,2476,0.242,NA,NA,NA,10600,8145,NA,NA
"700",0.146,0.5290731146,28600,39100,0.0797038328,16313,0.494,0.0469,26400,0.125,11600,21149,0.14788369747899,0.15476797153024
"5236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2043",0.073,0.4453280318,27200,36300,0.1397459165,NA,0.542,NA,24900,0.7,16800,NA,0.75799822064056,NA
"4638",0.139,0.5375586854,18900,29100,0.0519713262,NA,0.296,NA,17200,NA,8500,NA,NA,NA
"6019",0.113,0.7195121951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1910",0.146,0.3780418789,31000,40400,0.1608357629,11757,0.626,NA,28400,NA,19400,14715,NA,NA
"5740",0.117,0.5592286501,18100,NA,NA,NA,0.212,NA,NA,NA,NA,NA,NA,NA
"2073",0.156,0.4058823529,27700,35400,0.1844863732,NA,0.522,0.1511,25800,0.264,15900,NA,0.26534113557358,0.26705367847411
"3686",0.148,0.5141242938,24300,31700,0.063843937,3364,0.378,NA,23600,NA,11900,8766,NA,NA
"1592",0.085,0.304964539,38300,NA,0.1333333333,NA,0.617,NA,NA,NA,NA,NA,NA,NA
"7485",0.11,0.4172008547,33400,43400,0.1553956835,NA,0.612,NA,28600,NA,18500,NA,NA,NA
"3610",NA,0.6563573883,27600,36400,NA,7251,0.543,NA,24700,NA,14100,NA,NA,NA
"2363",0.097,0.2706766917,23300,33000,0.1536643026,NA,0.409,NA,NA,NA,7800,NA,NA,NA
"2861",0.08,0.3394218551,36500,48500,0.1588874917,12752,0.652,NA,32800,0.2533,19900,16471,0.20698461538461,NA
"4595",NA,0.6072463768,24100,34200,NA,1092,0.392,NA,23200,NA,9300,NA,NA,NA
"2986",0.109,0.5829640571,32400,44800,0.047008547,NA,0.608,NA,27800,0.6977,17200,NA,0.61776352101506,NA
"1174",0.057,0.4494382022,29100,43900,0.0980392157,NA,0.504,NA,NA,NA,12900,NA,NA,NA
"358",0.11,0.4136125654,NA,NA,0.0715883669,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5177",NA,0.6102236422,27000,37400,NA,7903,0.517,NA,NA,NA,14100,10513,NA,NA
"69",NA,0.6098685727,24200,33900,0.0263465066,NA,0.443,0.1379,21200,0.3062,11500,NA,0.3078774644175,0.1764862745098
"162",0.031,0.3119266055,43700,54800,0.197044335,NA,0.757,0.5212,35600,0.592,25500,NA,0.63173203592814,0.67516292517006
"2836",0.054,0.3772102161,31600,40400,0.2410546139,NA,0.627,0.5294,25300,0.616,19500,NA,0.59624644351464,0.57995373134328
"4831",NA,NA,NA,NA,NA,6185,NA,NA,NA,NA,NA,NA,NA,NA
"3826",0.161,0.4696276943,30400,41200,0.123340708,5679,0.557,NA,28500,NA,15600,9793,NA,NA
"2840",0.213,0.5538171691,23000,31600,0.0558375635,NA,0.399,NA,19400,0.125,10300,NA,0.15873333333333,NA
"6744",0.17,0.4874431058,37100,51300,0.0858097415,NA,0.611,NA,26300,NA,17200,NA,NA,NA
"6355",NA,0.6507936508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4169",0.043,0.2843180809,33400,42200,0.2020618557,13756,0.69,0.274,33000,0.5651,22400,16679,0.52875812883435,0.54738254735993
"5486",0.136,0.6828752643,20400,28400,0.043537415,NA,0.356,NA,19200,NA,10200,NA,NA,NA
"7332",0.242,0.5654697135,18300,26200,0.0642784553,NA,0.267,NA,17900,NA,7800,NA,NA,NA
"5730",0.237,0.4302325581,23800,33400,0.0787037037,NA,0.4,0.1765,20900,0.3696,10900,NA,0.36844078947368,NA
"6166",0.16,0.5968586387,NA,NA,0.0787037037,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1729",0.141,0.5367786937,28400,39000,0.0990759754,8150,0.525,NA,25900,NA,13900,11858,NA,NA
"6709",0.228,0.4867008866,27000,36300,0.1227068895,NA,0.536,NA,24100,NA,14800,NA,NA,NA
"3444",0.147,0.4710144928,24200,32500,0.088162762,4842,0.411,NA,22200,NA,11700,3978,NA,NA
"6266",0.188,0.4972857507,33100,44700,0.0815370778,NA,0.578,NA,27500,NA,15200,NA,NA,NA
"3247",0.058,0.4325153374,48000,63700,0.15129812,NA,0.811,0.3784,43300,0.6197,28400,NA,0.62541571428571,0.61926743119266
"3488",0.041,0.2106910366,40100,50300,0.1452487053,9149,0.713,NA,42100,NA,23100,11843,NA,NA
"7018",NA,NA,NA,NA,NA,13055,NA,NA,NA,NA,NA,NA,NA,NA
"6878",NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3771",0.171,0.563012489,31700,42200,0.0853232382,7605,0.563,NA,29200,NA,15100,11724,NA,NA
"1614",0.043,0.3026315789,37700,48800,0.1441077441,16641,0.732,0.4449,34400,0.6801,23600,19543,0.66492581196581,0.68738787878787
"1168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7072",0.199,0.5370666667,NA,NA,0.0346729708,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1764",0.03,0.1883239171,36800,47000,0.1931407942,NA,0.679,0.6124,NA,0.7376,21200,NA,0.72689086294416,0.74358865586272
"1380",0.076,0.4381948986,39900,51100,0.1578947368,NA,0.725,0.199,29400,0.3884,22900,NA,0.32318453038674,0.43840886699507
"6618",NA,0.5362318841,NA,NA,NA,16477,NA,NA,NA,NA,NA,NA,NA,NA
"6163",0.106,0.5630630631,NA,NA,0.0756013746,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1537",0.013,0.1783216783,44000,55500,0.1704918033,NA,0.749,0.8607,NA,0.9615,24600,NA,0.93143447559709,0.93795078864353
"4018",0.149,0.4156079855,37500,50600,0.0930414386,6934,0.664,NA,34600,0.2881,19200,12835,0.25468766756032,NA
"7288",0.026,0.6015936255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6500",0.037,0.5780346821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4275",0.135,0.4791386272,25200,34100,0.0875273523,NA,0.439,NA,22000,NA,12400,NA,NA,NA
"4798",0.089,0.5014459225,41200,54200,0.1528170826,NA,0.769,NA,36700,NA,26600,NA,NA,NA
"877",0.08,0.3780821918,26800,36300,0.0707317073,NA,0.467,NA,22300,NA,12100,NA,NA,NA
"6035",0.189,0.6111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3079",0.194,0.4952879581,24500,33000,0.1264894592,10433,0.396,NA,22200,NA,10800,13724,NA,NA
"1433",0.12,0.4751506024,23200,30800,0.15317139,NA,0.428,0.1853,20300,0.383,12400,NA,0.32602173350582,0.29748177215189
"1734",0.19,0.5253164557,28400,38300,0.118226601,NA,0.544,0.1867,25900,0.4091,16500,NA,0.34381735015772,0.32361165048543
"4318",0.091,0.4916666667,26500,35200,0.1580909769,11564,0.468,NA,24200,NA,12400,13500,NA,NA
"3463",0.062,0.2793791574,24600,33300,0.1568228106,NA,0.462,0.5449,22100,1,14200,NA,0.61097299035369,0.57103461538461
"2912",0.12,0.4114001634,31400,41300,0.1762142361,11289,0.589,NA,28300,0.2165,18000,13660,0.20979330357142,0.27895157894736
"6271",0.188,0.4972857507,33100,44700,0.0815370778,NA,0.578,NA,27500,NA,15200,NA,NA,NA
"2736",0.25,0.498489426,NA,NA,0.0601851852,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2563",0.04,0.299112801,37700,52300,0.2263710618,NA,0.665,0.5129,30300,0.6684,19600,NA,0.61715439330543,0.6244655021834
"3415",0,NA,45700,NA,0.1836734694,NA,0.81,NA,NA,NA,NA,NA,NA,NA
"3535",0.129,0.4320987654,NA,NA,NA,NA,NA,0.1,NA,0,NA,NA,0.58824705882352,0.9000075
"202",0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5651",0.204,0.5379513633,22100,31900,0.0542965061,NA,0.391,NA,20200,NA,10600,NA,NA,NA
"976",0.234,0.4756097561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3272",0.054,0.5555555556,20300,28900,0.0975609756,NA,0.347,NA,15100,NA,8200,NA,NA,NA
"1357",0.039,0.2686567164,32200,45600,0.2379603399,NA,0.575,NA,31800,NA,17300,NA,NA,NA
"7456",0.109,0.4429472477,29200,40300,0.138946281,NA,0.515,NA,23200,NA,13800,NA,NA,NA
"641",0.168,0.5646551724,21600,31000,0.027638191,NA,0.379,NA,NA,NA,8900,NA,NA,NA
"4173",0.145,0.4171122995,26400,36000,0.1803278689,10450,0.43,NA,22000,NA,8400,13220,NA,NA
"6553",0.185,0.5958062184,22900,32500,0.061575179,NA,0.4,NA,19400,NA,9000,NA,NA,NA
"473",0.238,0.4880889359,23700,31600,0.0664893617,4991,0.376,NA,22900,NA,8800,9830,NA,NA
"6665",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7068",0.08,0.5788822948,NA,NA,0.0750343407,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2368",0.041,NA,NA,NA,0.1785714286,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7345",0.18,0.5826513912,NA,NA,0.0746511313,NA,NA,NA,NA,NA,NA,NA,NA,NA
